instruction,input,output
Detect the sentiment of the tweet.,"1 bitcoin = $8443.71 / 6845.577€
1 bitcoin-cash = $972.342 / 788.307€
1 ethereum = $517.157 / 419.275€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Bitcoin BTC Current Price:
$8.435,220
1 Hour: 0.02 % | 24 Hours: -6.39 % | 7 Days: 2.70 %
#btc #bitcoin",Neutral
Detect the sentiment of the tweet.,SIdeways movements. I have no large position. I just hope Bitcoin does not crash.,Negative
Detect the sentiment of the tweet.,@officialmcafee @theemrsmcafee How do you walk with those balls of steel? #Bitcoin #Litecoin #Ethereum #Monero #NEO #HODL,Neutral
Detect the sentiment of the tweet.,"@2B7C89526 So if we all stop eating and using bitcoin, we will end heart disease and obesity as well as money laundering and crime.",Neutral
Detect the sentiment of the tweet.,@siosism @rogerkver bitcoin private is real bitcoin cash,Positive
Detect the sentiment of the tweet.,Bitcoin value: $8456.11,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@klr_reno if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,@CryptoJuan36 @jonny5crypto To get more bitcoin,Positive
Detect the sentiment of the tweet.,Bitcoin is joss,Neutral
Detect the sentiment of the tweet.,"@castillo19460 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Bitcoin price resistance points 
$9280 -&gt; $11300 -&gt; $12900 -&gt; $14500 -&gt; $16900 -&gt; $19800",Neutral
Detect the sentiment of the tweet.,Retweet if you agree. Bitcoin is cyber snob currency . #bitcoin #bitcointrading,Neutral
Detect the sentiment of the tweet.,"Current Bitcoin Price = $9509.67 --- Includes Sum of Forks, Core $8478.00 (89.15%) + Cash $974.68 (10.25%) + Gold $56.99 (0.60%)",Neutral
Detect the sentiment of the tweet.,"@CatsofVelvet if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8443.71.
The current price of BCash is $972.342, or 0.115549 BTC",Neutral
Detect the sentiment of the tweet.,"@Bryana42535010 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,ICX is now £2.68. #crypto #cryptocurrency #bitcoin #altcoins,Neutral
Detect the sentiment of the tweet.,"@DeplorableLilly if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Do not miss the opportunity to invest in a project, as I do.
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Neutral
Detect the sentiment of the tweet.,"(📫) - Does Mario like Bitcoin. 
Pages: 1, 2, ... 691, 692",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@66fiveandahalf if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,@k_keren @wmd4x buy bitcoin and hodl they say...,Neutral
Detect the sentiment of the tweet.,"Bitcoin Cash BCH Current Price:
$971,616
1 Hour: 0.06 % | 24 Hours: -7.25 % | 7 Days: 5.27 %
#bch #bitcoin cash",Neutral
Detect the sentiment of the tweet.,"@rogerkver @Falkvinge I’m not a super big Bitcoin Cash fan, but seeing all these hateful responses actually makes me want to buy more of it.",Positive
Detect the sentiment of the tweet.,"@alexiou88888888 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Two Hour Lull Update: CryptoCompare Bitcoin price: $8488.51 #bitcoin,Neutral
Detect the sentiment of the tweet.,"@Ingrid1Ser if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,The Guardian economist has the right to analyze one bitcoin exchange often,Positive
Detect the sentiment of the tweet.,"@caylynmira if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@curlymichelle48 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"The future is here, do not miss the new opportunities, join us!
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive
Detect the sentiment of the tweet.,"@McKenna25908429 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Merry smiled. ''Well then,'' he said,  ''There is now 1.000.000 of US debt for every #bitcoin that will ever be mined.''",Positive
Detect the sentiment of the tweet.,@monsterbitar @Bitcoin What if aliens invade us?👽 I think this is more likely!,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@TatianaGlobal if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8476.72 / 6872.339€
1 bitcoin-cash = $981.85 / 796.016€
1 ethereum = $522.52 / 423.623€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@WhalePanda BCH : Bitcoin Douche
I feel sorry for the guys owning BCH bags",Negative
Detect the sentiment of the tweet.,"Very strong team of specialists in this field, I recommend! 
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive
Detect the sentiment of the tweet.,I GOT 1 BITCOIN,Neutral
Detect the sentiment of the tweet.,"@DragoranHS Oslo, only 15 minutes in and it’s more monkaS than watching bitcoin tank.",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Pro Tip: Consider looking at inverted charts from time to time to eliminate bias in your trading. $BTC #Bitcoin,Neutral
Detect the sentiment of the tweet.,"@ebmccormack if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"@hashflare @aBitGreedy_ It's legit.  However, if the price of bitcoin is under 8000, there is no hope for a return on investment.",Neutral
Detect the sentiment of the tweet.,@buzzyNZ Ahhh yes someone invests $1K in bitcoin and all of a sudden they are a cryptocurrency guru..,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"#BinaryFest #BinaryOptions #Forex #Bitcoin #MakeMoney, 3 Places to Park For $5 Or Less at a Detroit Tiger's Game at Comerica Park...",Negative
Detect the sentiment of the tweet.,Bitcoin feels like a virtual Las Vegas!,Neutral
Detect the sentiment of the tweet.,"฿ value over 1 year: +765.92%, (+$7449.41) [Currently  $8422.015] #bitcoin",Neutral
Detect the sentiment of the tweet.,You can't stop things like Bitcoin. It will be everywhere and the world will have to readjust #quotes #bitcoinquotes #bitcoin #btc,Neutral
Detect the sentiment of the tweet.,@cryptomanran Bitcoin futures....Since they introduced those the market got screwed by manipulation.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Mark position for: 1 Bitcoin = $ 100,009.69 USD This has to happen!",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@nycjim Stock crack guys. Buy bitcoin now,Neutral
Detect the sentiment of the tweet.,@zebpay TCC {The Champ coin } Top crypto currency in india after 2-3 year The next bitcoin,Positive
Detect the sentiment of the tweet.,"@purplerypple @DiaryofaMadeMan Here's a safer bet,  BUY BITCOIN!",Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8395.00 #Bitcoin #Bithound,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bitcoin:$8524.83
Ethereum:$524.005
Bitcoin Cash:$985.372
Litecoin:$159.946
Ripple:$0.637726
IOTA:$1.28154",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8524.83 / 6911.343€
1 bitcoin-cash = $985.372 / 798.871€
1 ethereum = $524.005 / 424.827€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Bitcoin is a set of rules, not just a form of money. Currency is only the first application.",Positive
Detect the sentiment of the tweet.,One Bitcoin now worth $8484.21@bitstamp. High $9025.000. Low $8342.000. Market Cap $143.673 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,#DASH Price is 0.0473969 (-0.00001170) #BTC / 402.1 (+3.94600) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002264 (+0.00000029) #BTC / 0.19208 (+0.00442) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003308 (+0.00000032) #BTC / 0.280236 (+0.00509) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004504 (-0.00000014) #BTC / 0.381613 (+0.00215) #USD. Market rank is 118. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#EOS Price is 0.00078584 (+0.00002195) #BTC / 6.66679 (+0.25138) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,MANA is now £0.06. #crypto #cryptocurrency #bitcoin #altcoins,Neutral
Detect the sentiment of the tweet.,How many retweets for 1 Bitcoin sir? @MBuhari,Positive
Detect the sentiment of the tweet.,"Hello humans, #Bitcoin is currently around $8532.48 as of Fri Mar 23 03:31:10 CDT 2018",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8496.63,Neutral
Detect the sentiment of the tweet.,"just all-in BCH. Bitcoin Cash. Bcash . Whatever , im here to profit or rekt.",Neutral
Detect the sentiment of the tweet.,"Already more than 2.600 members are part of #XATRA community!, thank you.  #XTR #ICO #XATRA #Blockchain #Coin # BTC # Bitcoin #ETH #Ethereum",Positive
Detect the sentiment of the tweet.,"widrowEarn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,A project with great prospects and opportunities. I place great hopes on him #ICO #blockchain #bitcoin #TokenSale #UTEMIS,Positive
Detect the sentiment of the tweet.,"@mchooyah 2 word Printing Press , perfect solution for massive paper devaluation (Venezuela) HODL Bitcoin .",Positive
Detect the sentiment of the tweet.,"The #BitcoinPizza would be worth US$85,248,300.00 right now (down -5.21% in the last 24 hours): #Bitcoin",Positive
Detect the sentiment of the tweet.,hackers in Atlanta need da Bitcoin or else,Neutral
Detect the sentiment of the tweet.,So @Densonology  you like #Bitcoin &amp; #Crypto Cool 👍🏻 Great to connect Chris much appreciated,Positive
Detect the sentiment of the tweet.,"i can't say the phrase ""borrow me bitcoin"" in my head without it turning into a YARRRRRRR-y pirate voice",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin-seeking Hackers Infect Atlanta’s Computers Marking First Such Attack on the Capital of the South -,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin historic crash below 395,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bitcoin maximalists: it's all broken, and no, we can't tell you why.",Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Optimal tx fee: 15 satoshi per byte. 
BTC : $8482 / €6884 / £6015 @ Block 514768. 
Market Cap: 143.58B USD. #Bitcoin #Finance",Neutral
Detect the sentiment of the tweet.,@Aj_anwuli @MBuhari I have plans for the Bitcoin 😒,Neutral
Detect the sentiment of the tweet.,"Join the ICO prospective project!  🤠❣️
#thrive #ico #ethereum #bitcoin",Neutral
Detect the sentiment of the tweet.,#ff @drei4u @drei4ucalls Bitcoin Master is his real name and occupation,Positive
Detect the sentiment of the tweet.,Bitcoin news sentiment changed to Positive in the last hour #bitcoin #bitsmart,Positive
Detect the sentiment of the tweet.,Bitcoin historic money laundering crash probe below 595,Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8526.75 / 6912.9€
1 bitcoin-cash = $990.092 / 802.698€
1 ethereum = $522.539 / 423.639€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"$BTC 💵 price: $8528.99 1.00000BTC 
1h: +1.09% 📈 
1d: -4.97% 🔻 
7d: +3.59% 📈 
👾 #Bitcoin 24h volume: $5,683,100,000",Neutral
Detect the sentiment of the tweet.,"Mohammed 647Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
